,ISIN,COMPANY_CODE,SECTOR_CODE,REPORTING_YEAR,N_SDG1,N_SDG2,N_SDG3,N_SDG4,N_SDG5,N_SDG6,N_SDG7,N_SDG8,N_SDG9,N_SDG10,N_SDG11,N_SDG12,N_SDG13,N_SDG14,N_SDG15,N_SDG16,N_SDG17,Market Value
8493,MYL6012OO008,MAXISB00001,ITIS,2022,0,0,-3900,0,0,-1700,0,0,0,0,-2900,-1000,-11000000,-56,-570,0,0,"$1,824.49 "
8500,CA4495861060,IGMFIN00001,FINS,2022,0,0,-1700,0,0,-1500,0,0,0,0,-31,-29,-1700,-29,-510,0,0,"$2,430.15 "
8507,ID1000118201,BANKRA00001,FINS,2022,0,0,-180000,0,0,-170000,0,0,0,0,-9700,-6500,-23000000,-3800,-54000,0,0,"$23,983.68 "
8514,CNE100000WY9,HANGZH00004,EEMA,2022,0,0,-320000,0,0,-120000,0,0,0,0,-53000,-58000,-2800000,-49000,-29000,0,0,"$1,712.56 "
8521,CNE100000FX6,METALL00001,INDE,2022,0,0,-67000000,0,0,-32000000,0,0,0,0,-35000000,-15000000,-1100000000,-4100000,-9500000,0,0,"$4,034.97 "
8528,KR7207940008,SAMSUN00002,PILL,2022,0,0,-650000,0,0,-380000,0,0,0,0,-130000,-100000,-11000000,-61000,-110000,0,0,"$11,401.73 "
8535,US55261F1049,MTBANK00001,FINS,2022,0,0,-590000,0,0,-250000,0,0,0,0,-150000,-150000,-2800000,-97000,-51000,0,0,"$19,459.31 "
8542,JP3256000005,KYOWAK00001,PERF,2022,0,0,-2000000,0,0,-280000,0,0,0,0,-380000,-340000,-3600000,-330000,-62000,0,0,"$5,687.33 "
8549,KYG2110A1114,CHINAS00003,ITIS,2022,0,0,-170000,0,0,-120000,0,0,0,0,-22000,-23000,-1300000,-16000,-34000,0,0,"$1,776.94 "
8556,SA000A0JK5M3,SAUDIR00002,CONS,2022,0,0,-210000,0,0,-86000,0,0,0,0,-50000,-50000,-560000,-34000,-18000,0,0,"$1,765.12 "
8563,MX01AC100006,ARCACO00001,BEVM,2022,0,0,-4300000,0,0,-3600000,0,0,0,0,-450000,-300000,-29000000,-160000,-1100000,0,0,"$3,750.83 "
8570,BMG8086V1467,SHENZH00001,TRSA,2022,0,0,-300000,0,0,-5200,0,0,0,0,-59000,-45000,-1700000,-51000,-1600,0,0,"$1,171.36 "
8577,US98980A1051,ZTOEXP00001,POST,2022,0,0,-7500000,0,0,-990000,0,0,0,0,-9700000,-3200000,-67000000,-17000,-330000,0,0,"$17,636.58 "
8584,US09215C1053,BLACKK00001,FINS,2022,0,0,-37000,0,0,-17000,0,0,0,0,-8700,-8500,-340000,-5700,-3800,0,0,"$8,511.49 "
8591,KYG8878S1030,TINGYI00001,FOMA,2022,0,0,-13000000,0,0,-11000000,0,0,0,0,-610000,-370000,-71000000,-290000,-3800000,0,0,"$3,125.09 "
8598,CNE100000XG4,SONGCH00001,RECR,2022,0,0,-65000,0,0,-17000,0,-1700000,-860000,0,-11000,-13000,-110000,-11000,-3600,0,0,"$3,067.14 "
8605,KYG9593A1040,WHARFR00001,RESS,2022,0,0,-1900000,0,0,-140000,0,-760000000,-380000000,0,-2500000,-870000,-4300000,-55000,-31000,0,0,"$8,929.39 "
8612,MXCFFU000001,FIBRAU00001,RESS,2022,0,0,-1100000,0,0,-710000,0,0,0,0,-3900,-40000,-3400000,-76000,-240000,0,0,"$3,929.20 "
8619,TW0006409006,VOLTRO00001,EEMA,2022,0,0,-140000,0,0,-74000,0,0,0,0,-27000,-26000,-1400000,-18000,-19000,0,0,"$4,572.38 "
8626,KR7010140002,SAMSUN00009,TRAN,2022,0,0,-520000,0,0,-200000,0,-320000000,-160000000,0,-230000,-120000,-15000000,-53000,-55000,0,0,"$2,678.66 "
8633,CNE100000734,BANKOF00008,FINS,2022,0,0,-500000,0,0,-260000,0,0,0,0,-110000,-100000,-4200000,-69000,-62000,0,0,"$12,077.64 "
8640,TW0003034005,NOVATE00001,EEMA,2022,0,0,-490000,0,0,-220000,0,0,0,0,-120000,-120000,-1400000,-79000,-46000,0,0,"$8,432.70 "
8647,MXP370841019,GRUPOM00001,MOMI,2022,0,0,-49000000,0,0,-34000000,0,0,0,0,-11000000,-6500000,-460000000,-3200000,-10000000,0,0,"$15,633.27 "
8654,US69331C1080,PGECOR00001,GENE,2022,0,0,-16000000,0,0,-6500000,-540000000,-540000000,-270000000,0,-4000000,-3900000,-290000000,-2600000,-1300000,0,0,"$30,415.55 "
8661,CNE000001BM7,SHANDO00004,PERF,2022,0,0,-17000000,0,0,-3900000,0,0,0,0,-1900000,-2600000,-120000000,-2900000,-970000,0,0,"$6,790.88 "
8668,CNE000001P52,SHANDO00008,PAPM,2022,0,0,-160000000,0,0,-23000000,0,0,0,0,-85000000,-40000000,-230000000,-19000000,-6300000,0,0,"$2,533.43 "
8675,SA000A0LE310,ADVANC00005,PERF,2022,0,0,-3100000,0,0,-690000,0,0,0,0,-330000,-460000,-22000000,-520000,-170000,0,0,"$2,774.01 "
8682,MXP4987V1378,GRUPOT00001,ENTE,2022,0,0,-81000,0,0,-61000,0,0,0,0,-890,-2500,-9100000,-4100,-20000,0,0,"$3,044.60 "
8689,CNE100000W60,RONGSH00001,PERF,2022,0,0,-150000000,0,0,-34000000,0,-74000000,-37000000,0,-16000000,-23000000,-1100000000,-26000000,-8400000,0,0,"$5,559.93 "
8696,TW0002408002,NANYAT00001,EEMA,2022,0,0,-1000000,0,0,-790000,0,0,0,0,-57000,-64000,-21000000,-59000,-250000,0,0,"$2,467.05 "
8703,KR7086790003,HANAFI00001,FINS,2022,0,0,-33000,0,0,-7400,0,0,0,0,-37000,-13000,-3600000,-190,-2400,0,0,"$9,286.94 "
8710,KW0EQ0102065,BOUBYA00001,FINS,2022,0,0,-28000,0,0,-15000,0,0,0,0,-5600,-5600,-270000,-3700,-3800,0,0,"$2,562.07 "
8717,SA121053DR18,MOBILE00004,ITIS,2022,0,0,-83000,0,0,-38000,0,0,0,0,-21000,-19000,-3500000,-12000,-8800,0,0,"$2,304.99 "
8724,KYG9894K1085,ZHONGS00001,WHRE,2022,0,0,-2600000,0,0,-1400000,0,0,0,0,-350000,-380000,-6600000,-300000,-390000,0,0,"$3,269.68 "
8731,KYG211921021,CHINAM00025,WHRE,2022,0,0,-470000,0,0,-220000,0,0,0,0,-95000,-97000,-490000,-68000,-53000,0,0,"$1,198.47 "
8738,CNE100001T23,NINGBO00004,EEMA,2022,0,0,-220000,0,0,-83000,0,0,0,0,-37000,-40000,-1900000,-34000,-20000,0,0,"$2,341.29 "
8745,KYG8208B1014,JDCOMA00001,WHRE,2022,0,0,-3000000,0,0,-1100000,0,0,0,0,-2100000,-750000,-26000000,-94000,-360000,0,0,"$42,798.79 "
8752,MYL6888OO001,AXIATA00001,OTHE,2022,0,0,-220000,0,0,-100000,0,-740000000,-370000000,0,-56000,-52000,-45000000,-34000,-23000,0,0,"$2,768.34 "
8759,CNE1000008C9,YOUNGY00001,MOMI,2022,0,0,-3200000,0,0,-1000000,0,0,0,0,-1300000,-620000,-11000000,-310000,-310000,0,0,"$1,979.91 "
8766,BRENEVACNOR8,ENEVAS00001,GENE,2022,0,0,-5600000,0,0,-350000,0,0,0,0,-7500000,-2600000,-390000000,-74000,-96000,0,0,"$2,686.52 "
8773,KYG014081064,AIRTAC00001,FMMA,2022,0,0,-2800000,0,0,-1200000,0,0,0,0,-620000,-620000,-8000000,-430000,-280000,0,0,"$7,484.86 "
8780,CLP3064M1019,COMPAN00009,FINS,2022,0,0,0,0,0,0,0,-190000000,-62000000,0,0,0,0,0,0,0,0,"$1,599.47 "
8787,CNE1000011H2,CHANGZ00001,EEMA,2022,0,0,-260000,0,0,-97000,0,0,0,0,-43000,-47000,-2200000,-40000,-24000,0,0,"$2,265.04 "
8794,CNE0000005J2,SHANXI00002,COAL,2022,0,0,-9600000,0,0,-1500000,0,0,0,0,-11000000,-3800000,-82000000,-130000,-500000,0,0,"$3,256.17 "
8801,CNE100003HQ0,MINGYA00001,FMMA,2022,0,0,-320000,0,0,-210000,0,0,0,0,-31000,-35000,-3400000,-29000,-62000,0,0,"$4,971.05 "
8808,HK0012000102,HENDER00001,RESS,2022,0,0,-82000,0,0,-22000,0,0,0,0,-65000,-24000,-4800000,-3600,-7200,0,0,"$4,558.64 "
8815,CNE000000KC1,AVICCA00001,FINS,2022,0,0,-66000,0,0,-30000,0,0,0,0,-15000,-15000,-210000,-10000,-6800,0,0,"$2,322.10 "
8822,MX01GA000004,GRUPOA00003,TRSA,2022,0,0,-490000,0,0,-300000,0,0,0,0,-990,-20000,-3300000,-39000,-100000,0,0,"$6,978.77 "
8829,PLBZ00000044,SANTAN00001,FINS,2022,0,0,-150000,0,0,-62000,0,0,0,0,-38000,-37000,-2200000,-24000,-13000,0,0,"$2,553.13 "
8836,CNE000001PH7,PINGDI00001,COAL,2022,0,0,-67000000,0,0,-28000000,0,0,0,0,-17000000,-17000000,-37000000,-11000000,-5600000,0,0,"$1,782.57 "
8843,CNE100005D68,PYLONT00001,EEMA,2022,0,0,-140000,0,0,-94000,0,0,0,0,-21000,-15000,-130000000,-9100,-29000,0,0,"$2,048.01 "
8849,CNE100003K95,SHENZH00059,PERF,2022,0,0,-13000000,0,0,-2900000,0,0,0,0,-1400000,-1900000,-92000000,-2200000,-710000,0,0,"$3,312.47 "
8856,CNE000000KN8,CHENGT00001,MOMI,2022,0,0,-27000000,0,0,-8400000,0,0,0,0,-11000000,-5200000,-91000000,-2600000,-2600000,0,0,"$2,040.82 "
8863,CNE100004314,HANGZH00017,EEMA,2022,0,0,-92000,0,0,-34000,0,0,0,0,-15000,-17000,-790000,-14000,-8400,0,0,"$3,248.48 "
8870,DE000PAG9113,PORSCH00001,TRAN,2022,0,0,-6500000,0,0,-170000,0,0,0,0,-110000,-710000,-2500000,-1300000,-37000,0,0,"$14,956.19 "
8877,BMG677491539,ORIENT00006,WATL,2022,0,0,-31000000,0,0,-1600000,0,0,0,0,-41000000,-14000000,-310000000,-650000,-310000,0,0,"$2,665.94 "
8884,ID1000134406,MERDEK00001,MOMI,2022,0,0,-9800000,0,0,-1100000,0,0,0,0,-8500000,-3400000,-18000000,-780000,-250000,0,0,"$3,936.39 "
8891,MYL4065OO008,PPBGRO00001,AGSA,2022,0,0,-78000,0,0,-53000,0,0,0,0,-8900,-9300,-4500000,-6700,-16000,0,0,"$1,691.89 "
8898,AEE000801010,EMIRAT00003,FINS,2022,0,0,-250000,0,0,-120000,0,0,0,0,-55000,-54000,-2200000,-36000,-28000,0,0,"$8,700.16 "
8905,CNE100003G91,SHENZH00020,FMMA,2022,0,0,-370000,0,0,-100000,0,0,0,0,-60000,-71000,-1500000,-64000,-22000,0,0,"$2,960.06 "
8912,CA3359341052,FIRSTQ00001,MOMI,2022,0,0,-46000000,0,0,-8400000,0,0,0,0,-2700000,-4900000,-220000000,-7400000,-2600000,0,0,"$14,311.23 "
8919,MXP000511016,ALFASA00001,CONG,2022,0,0,-5700000,0,0,-5600000,0,0,0,0,-180000,-60000,-170000000,0,-1900000,0,0,"$1,983.20 "
8926,CNE000000BQ0,SICHUA00001,REEN,2022,0,0,-1400000,0,0,-150000,0,0,0,0,-1800000,-620000,-3100000,-29000,-44000,0,0,"$2,288.15 "
8933,US1270971039,CABOTO00001,OGES,2022,0,0,-11000000,0,0,-3000000,0,0,0,0,-2100000,-2100000,-570000000,-1800000,-650000,0,0,"$19,392.19 "
8940,CNE100004116,LUOYAN00002,FMMA,2022,0,0,-160000,0,0,-46000,0,0,0,0,-26000,-31000,-660000,-28000,-9700,0,0,"$1,067.94 "
8946,QA000A0KD6K3,INDUST00005,AGRO,2022,0,0,-410000000,0,0,-140000000,0,0,0,0,-51000000,-65000000,-1400000000,-64000000,-36000000,0,0,"$7,122.35 "
8953,TW0002881000,FUBONF00001,FINS,2022,0,0,-300000,0,0,-160000,0,0,0,0,-61000,-61000,-1500000,-41000,-39000,0,0,"$13,758.00 "
8960,CNE100001DJ8,ZHEJIA00010,EEMA,2022,0,0,-330000,0,0,-120000,0,0,0,0,-55000,-60000,-2900000,-51000,-30000,0,0,"$5,996.72 "
8967,CNE100001T15,CECEPW00001,REEN,2022,0,0,-6800000,0,0,-730000,0,0,0,0,-8500000,-3000000,-14000000,-130000,-210000,0,0,"$1,777.64 "
8974,JP3351600006,SHISEI00001,WASH,2022,0,0,-230000,0,0,-83000,0,0,0,0,-61000,-53000,-3500000,-36000,-18000,0,0,"$19,035.01 "
8981,KYG596691041,MEITUA00001,ITIS,2022,0,0,-390000,0,0,-340000,0,-670000000,-330000000,0,-44000,-17000,-7300000,-4000,-110000,0,0,"$70,208.00 "
8988,CNE100001R58,ZHEJIA00017,PILL,2022,0,0,-89000,0,0,-28000,0,0,0,0,-15000,-17000,-180000,-15000,-6000,0,0,"$1,733.29 "
8995,CNE000000NH4,SICHUA00004,BEVM,2022,0,0,-91000,0,0,-51000,0,0,0,0,-26000,-17000,-310000,-8800,-14000,0,0,"$1,748.01 "
9002,BMG4404N1149,CHINAR00022,ENTE,2022,0,0,-1100,0,0,-920,0,0,0,0,-150,-65,-17000,-27,-310,0,0,"$1,445.91 "
9009,KR7001040005,CJCORP00001,CONG,2022,0,0,-15000000,0,0,-2800000,0,0,0,0,-4900000,-3100000,-70000000,-2200000,-690000,0,0,"$1,096.54 "
9016,ID1000062201,INDAHK00001,PAPM,2022,0,0,-65000000,0,0,-13000000,0,0,0,0,-54000000,-20000000,-370000000,-3200000,-4400000,0,0,"$1,296.00 "
9023,TRATHYAO91M5,TURKIS00001,AIRL,2022,0,0,-16000000,0,0,-43000,0,0,0,0,-24000000,-8000000,-1100000000,-3200,-14000,0,0,"$4,880.15 "
9030,DE0005190003,BMWSTA00001,TRAN,2022,0,0,-81000000,0,0,-22000000,0,0,0,0,-14000000,-16000000,-98000000,-14000000,-4500000,0,0,"$34,617.90 "
9031,DE0005190003,BMWSTA00001,TRAN,2022,0,0,-81000000,0,0,-22000000,0,0,0,0,-14000000,-16000000,-98000000,-14000000,-4500000,0,0,"$6,411.06 "
9032,DE0005190003,BMWSTA00001,TRAN,2022,0,0,-81000000,0,0,-22000000,0,0,0,0,-14000000,-16000000,-98000000,-14000000,-4500000,0,0,"$34,617.90 "
9033,DE0005190003,BMWSTA00001,TRAN,2022,0,0,-81000000,0,0,-22000000,0,0,0,0,-14000000,-16000000,-98000000,-14000000,-4500000,0,0,"$6,411.06 "
9058,US3379321074,FIRSTE00001,GENE,2022,0,0,-140000000,0,0,-27000000,0,0,0,0,-130000000,-53000000,-960000000,-10000000,-5500000,0,0,"$23,351.63 "
9065,CNE1000009X3,JIANGS00011,OTMA,2022,0,0,-300000,0,0,-100000,0,0,0,0,-63000,-62000,-1300000,-48000,-23000,0,0,"$2,563.29 "
9072,BE0003797140,GROUPE00001,FINS,2022,0,0,-200000,0,0,-83000,0,-400000000,-130000000,0,-51000,-50000,-110000,-33000,-17000,0,0,"$8,165.12 "
9079,BRHYPEACNOR0,HYPERM00001,PILL,2022,0,0,-530000,0,0,-180000,0,-12000000,-6200000,0,-110000,-120000,-2200000,-89000,-38000,0,0,"$3,067.01 "
9086,CNE100003S06,CHINAR00037,EEMA,2022,0,0,-450000,0,0,-120000,0,0,0,0,-370000,-150000,-27000000,-34000,-29000,0,0,"$2,945.14 "
9093,TH5456010R17,SRISAW00001,FINS,2022,0,0,-25000,0,0,-20000,0,0,0,0,-1900,-1900,-76000,-1300,-6300,0,0,"$2,268.10 "
9100,CNE1000002N9,CNBMXX00001,CEME,2022,0,0,-1100000000,0,0,-27000000,0,0,0,0,-1600000000,-540000000,-12000000000,-1900000,-9000000,0,0,"$3,332.35 "
9107,KR7139480008,EMARTC00001,WHRE,2022,0,0,-11000000,0,0,-4000000,0,0,0,0,-2600000,-2600000,-36000000,-1900000,-820000,0,0,"$1,446.92 "
9114,CNE0000008X7,YUNNAN00001,PILL,2022,0,0,-3600000,0,0,-1100000,0,0,0,0,-610000,-710000,-7500000,-620000,-240000,0,0,"$4,783.62 "
9121,SG1B51001017,JARDIN00003,CONG,2022,0,0,-2400000,0,0,-1400000,0,0,0,0,-170000,-230000,-240000000,-230000,-420000,0,0,"$2,347.53 "
9128,CNE000001006,HUNANV00001,IRON,2022,0,0,-370000000,0,0,-17000000,0,0,0,0,-14000000,-40000000,-2200000000,-70000000,-5600000,0,0,"$3,027.70 "
9135,CNE100002VW1,GUANGZ00007,HOSP,2022,0,0,-140000,0,0,-51000,0,0,0,0,-53000,-36000,-940000,-19000,-11000,0,0,"$3,326.25 "
9142,CNE1000015R2,ZHEJIA00002,ITIS,2022,0,0,-82000,0,0,-50000,0,-700000000,-350000000,0,-15000,-13000,-2500000,-8600,-14000,0,0,"$3,882.26 "
9149,SA12C051UH11,MOUWAS00001,HOSP,2022,0,0,-37000,0,0,-14000,0,0,0,0,-14000,-9900,-250000,-5200,-2900,0,0,"$3,034.12 "
9156,DE0005552004,DEUTSC00002,POST,2022,0,0,-33000000,0,0,-11000000,0,0,0,0,-16000000,-9700000,-480000000,-4500000,-2200000,0,0,"$44,707.40 "
9163,ID1000106800,SEMENI00001,CEME,2022,0,0,-15000000,0,0,-2500000,0,0,0,0,-15000000,-5600000,-1300000000,-900000,-620000,0,0,"$1,543.69 "
9170,BE0974264930,AGEASX00001,FINS,2022,0,0,-250000,0,0,-110000,0,0,0,0,-64000,-63000,-590000,-41000,-21000,0,0,"$6,867.58 "
9177,CNE100004G74,YUNNAN00010,WASH,2022,0,0,-330000,0,0,-78000,0,0,0,0,-40000,-55000,-1500000,-57000,-18000,0,0,"$1,819.09 "
9183,CNE100001R90,YANGZH00001,EEMA,2022,0,0,-170000,0,0,-64000,0,0,0,0,-28000,-31000,-1500000,-26000,-16000,0,0,"$1,847.79 "
9190,CNE000000Q29,CHINAM00012,WHRE,2022,0,0,-2400000,0,0,-1000000,0,0,0,0,-560000,-560000,-9400000,-380000,-230000,0,0,"$1,405.10 "
9197,CNE000001DN1,HANGZH00005,EEMA,2022,0,0,-260000,0,0,-97000,0,0,0,0,-43000,-47000,-2200000,-40000,-24000,0,0,"$4,418.96 "
9204,DE0005158703,BECHTL00001,ITIS,2022,0,0,-1400000,0,0,-580000,0,0,0,0,-350000,-340000,-2100000,-230000,-120000,0,0,"$3,967.67 "
9211,US26441C2044,DUKEEN00001,GENE,2022,0,0,-1000000000,0,0,-460000000,0,0,0,0,-830000000,-290000000,-5600000000,-11000000,-150000000,0,0,"$75,088.31 "
9218,CNE000000HK0,JONJEE00001,FOMA,2022,0,0,-520000,0,0,-80000,0,-55000000,-27000000,0,-210000,-110000,-2500000,-69000,-21000,0,0,"$2,845.31 "
9225,BMG491BT1088,INVESC00001,FINS,2022,0,0,-93000,0,0,-40000,0,0,0,0,-23000,-23000,-570000,-15000,-8100,0,0,"$7,517.86 "
9232,KYG532631028,KUAISH00001,ITIS,2022,0,0,-560000,0,0,-540000,0,-1400000000,-680000000,0,-6700,-6300,-56000000,-5000,-180000,0,0,"$15,519.22 "
9238,US30231G1022,EXXONM00001,OGES,2022,0,0,-980000000,0,0,-320000000,0,0,0,0,-180000000,-190000000,-7300000000,-160000000,-71000000,0,0,"$471,543.76 "
9245,CA0158571053,ALGONQ00002,GENE,2022,0,0,-10000000,0,0,-6400000,-150000000,-150000000,-74000000,0,-1600000,-1600000,-140000000,-1100000,-1800000,0,0,"$5,884.09 "
9252,CNE1000001Y8,AVICHI00001,TRAN,2022,0,0,-4300000,0,0,-1900000,0,0,0,0,-2800000,-1100000,-36000000,-160000,-600000,0,0,"$1,223.37 "
9259,BRCCROACNOR2,CCRSAX00001,TRSA,2022,0,0,-670000,0,0,-50000,0,0,0,0,-23000,-78000,-6400000,-130000,-12000,0,0,"$2,656.11 "
9266,CNE000001FP1,SHANXI00008,COAL,2022,0,0,-60000000,0,0,-25000000,0,0,0,0,-15000000,-15000000,-36000000,-9900000,-5000000,0,0,"$2,011.33 "
9273,BREGIEACNOR9,ENGIEB00001,GENE,2022,0,0,-19000000,0,0,-8100000,0,0,0,0,-12000000,-4600000,-260000000,-870000,-2500000,0,0,"$1,462.81 "
9280,CNE100000V95,CHINAI00003,FINS,2022,0,0,-7200,0,0,-3200,0,0,0,0,-1700,-1700,-10000,-1100,-700,0,0,"$5,243.63 "
9287,CNE100001KV8,HANGZH00002,CONS,2022,0,0,-15000,0,0,-12000,0,0,0,0,-360,-330,-90000,-400,-4100,0,0,"$7,583.28 "
9294,CNE1000040M1,HANGZH00002,CONS,2022,0,0,-15000,0,0,-12000,0,0,0,0,-360,-330,-90000,-400,-4100,0,0,"$1,290.95 "
9301,CNE1000022S6,ANHUIK00001,BEVM,2022,0,0,-330000,0,0,-190000,0,0,0,0,-29000,-29000,-2300000,-29000,-60000,0,0,"$2,966.80 "
9308,US23703Q2030,DAQONE00001,PERF,2022,0,0,-3300000,0,0,-3200000,0,0,0,0,-45000,-41000,-520000000,-26000,-1100000,0,0,"$3,394.96 "
9315,TRATCELL91M1,TURKCE00001,ITIS,2022,0,0,-29000,0,0,-23000,0,-140000000,-71000000,0,-2300,-2200,-700000,-1500,-7300,0,0,"$2,255.31 "
9322,CNE0000007H2,PANGAN00001,OMMA,2022,0,0,-2200000,0,0,-1300000,0,0,0,0,-980000,-350000,-89000000,-35000,-450000,0,0,"$2,538.74 "
9329,US0640581007,BANKNE00001,FINS,2022,0,0,-290000,0,0,-130000,0,0,0,0,-69000,-68000,-8600000,-46000,-28000,0,0,"$37,189.08 "
9336,CNE100000312,DONGFE00001,TRAN,2022,0,0,-7600000,0,0,-4900000,0,-92000000,-46000000,0,-1200000,-1000000,-94000000,-680000,-1400000,0,0,"$1,255.19 "
9343,KYG2453A1085,COUNTR00001,RESS,2022,0,0,-9200000,0,0,-8200000,0,0,0,0,-7300,-100000,-39000000,-190000,-2700000,0,0,"$4,064.37 "
9350,CNE100000G78,FUJIAN00002,LASA,2022,0,0,-9400000,0,0,-3500000,0,0,0,0,-2600000,-2200000,-16000000,-1400000,-770000,0,0,"$1,898.85 "
9357,PLPGER000010,POLSKA00001,GENE,2022,0,0,-670000000,0,0,-53000000,0,0,0,0,-850000000,-290000000,-6800000000,-9500000,-17000000,0,0,"$1,354.76 "
9364,KR7267250009,HDHYUN00001,OGES,2022,0,0,-18000000,0,0,-4200000,0,0,0,0,-11000000,-4900000,-840000000,-1500000,-1200000,0,0,"$1,924.68 "
9370,MYL1295OO004,PUBLIC00004,FINS,2022,0,0,-110000,0,0,-50000,0,0,0,0,-26000,-25000,-1000000,-17000,-11000,0,0,"$10,606.92 "
9377,CNE000001GL8,TCLTEC00002,EEMA,2022,0,0,-5200000,0,0,-2000000,-43000000,-43000000,-22000000,0,-870000,-950000,-45000000,-800000,-480000,0,0,"$6,802.92 "
9384,KR7028050003,SAMSUN00007,INDE,2022,0,0,-500000,0,0,-190000,0,0,0,0,-180000,-120000,-2700000,-65000,-45000,0,0,"$3,599.33 "
9391,US7181721090,PHILIP00001,TOBA,2022,0,0,-1100000,0,0,-150000,0,0,0,0,-3400,-98000,-18000000,-190000,-50000,0,0,"$153,921.64 "
9398,US88557W1018,360DIG00001,FINS,2022,0,0,-150000,0,0,-64000,0,0,0,0,-38000,-38000,-130000,-25000,-13000,0,0,"$2,600.08 "
9405,CA2861812014,ELEMEN00001,FINS,2022,0,0,-20000,0,0,-9000,0,0,0,0,-4900,-4800,-190000,-3200,-2000,0,0,"$5,031.10 "
9412,KYG9830F1063,YADEAG00001,TRAN,2022,0,0,-220000,0,0,-150000,0,0,0,0,-31000,-29000,-1300000,-20000,-43000,0,0,"$2,931.43 "
9419,HK0291001490,CHINAR00004,BEVM,2022,0,0,-9500000,0,0,-7600000,0,0,0,0,-1300000,-700000,-50000000,-300000,-2500000,0,0,"$12,370.95 "
9426,CNE1000005X1,CNNCHU00001,PERF,2022,0,0,-3100000,0,0,-700000,0,0,0,0,-330000,-470000,-22000000,-530000,-170000,0,0,"$1,477.09 "
9433,US3364331070,FIRSTS00001,EEMA,2022,0,0,-2400000,0,0,-870000,-18000000,-18000000,-8800000,0,-510000,-530000,-21000000,-400000,-180000,0,0,"$20,774.62 "
9440,TW0002379005,REALTE00001,EEMA,2022,0,0,-31000,0,0,-26000,0,0,0,0,-450,-790,-1200000,-990,-8700,0,0,"$5,661.96 "
9447,CNE1000015S0,SHIJIA00001,PILL,2022,0,0,-1200000,0,0,-380000,0,0,0,0,-210000,-240000,-2500000,-210000,-83000,0,0,"$3,092.18 "
9454,CNE100002PC5,YEALIN00001,ITIS,2022,0,0,-24000,0,0,-11000,0,0,0,0,-6100,-5500,-1000000,-3500,-2500,0,0,"$2,445.68 "
9461,GRS323003012,EUROBA00001,FINS,2022,0,0,-79000,0,0,-42000,0,0,0,0,-16000,-16000,-1100000,-11000,-10000,0,0,"$3,408.15 "
9468,AU000000SOL3,PATTIN00001,FINS,2022,0,0,-56000,0,0,-23000,0,0,0,0,-14000,-14000,-32000,-9300,-4700,0,0,"$4,923.93 "
9475,CNE0000008K4,SEALAN00001,FINS,2022,0,0,-28000,0,0,-19000,0,0,0,0,-3900,-3800,-150000,-2500,-5600,0,0,"$1,865.62 "
9482,TW0002317005,HONHAI00001,EEMA,2022,0,0,-110000000,0,0,-33000000,0,0,0,0,-13000000,-18000000,-450000000,-17000000,-8000000,0,0,"$40,828.78 "
9489,JP3242800005,CANONI00001,EEMA,2022,0,0,-3300000,0,0,-340000,0,0,0,0,-62000,-320000,-47000000,-590000,-110000,0,0,"$20,364.36 "
9496,CNE100000B81,IFLYTE00001,ITIS,2022,0,0,-210000,0,0,-150000,0,-25000000,-12000000,0,-24000,-22000,-4100000,-15000,-46000,0,0,"$12,414.03 "
9503,KR7323410001,KAKAOB00001,FINS,2022,0,0,-27000,0,0,-11000,0,0,0,0,-7000,-6800,-190000,-4500,-2300,0,0,"$2,863.47 "
9509,KYG9361V1086,VINDAI00001,WASH,2022,0,0,-10000000,0,0,-370000,0,0,0,0,-9400000,-3500000,-62000000,-760000,-120000,0,0,$934.71 
9515,CNE100002RT5,JUEWEI00001,FOMA,2022,0,0,-650000,0,0,-100000,0,0,0,0,-260000,-140000,-3100000,-87000,-26000,0,0,"$1,954.72 "
9522,ID1000058407,UNITED00013,MOMI,2022,0,0,-11000000,0,0,-3100000,0,0,0,0,-5300000,-2200000,-230000000,-910000,-1000000,0,0,"$3,095.69 "
9529,CNE100002YQ7,FUJIAN00003,DASP,2022,0,0,-230000,0,0,-7100,0,0,0,0,-28000,-32000,-21000000,-42000,-1400,0,0,"$3,988.28 "
9536,JP3039710003,JAPANR00002,RESS,2022,0,0,-540000,0,0,-190000,0,0,0,0,-80000,-95000,-1300000,-86000,-45000,0,0,"$4,902.90 "
9543,AU000000ORI1,ORICAX00001,PERF,2022,0,0,-5700000,0,0,-2100000,0,0,0,0,-980000,-1100000,-140000000,-900000,-490000,0,0,"$4,907.90 "
9550,MYL5296OO008,MRDIYG00001,WHRE,2022,0,0,-440000,0,0,-170000,0,0,0,0,-94000,-97000,-350000,-72000,-37000,0,0,$725.34 
9556,CNE000001360,YUANLO00001,AGSA,2022,0,0,-98000,0,0,-41000,0,-76000000,-38000000,0,-23000,-24000,-260000,-16000,-8400,0,0,"$1,533.87 "
9563,CNE1000048D3,YIHAIK00001,FOMA,2022,0,0,-14000000,0,0,-6600000,0,0,0,0,-2400000,-2100000,-120000000,-1700000,-1900000,0,0,"$2,752.74 "
9570,KYG8245V1023,SMOORE00001,EEMA,2022,0,0,-680000,0,0,-170000,0,0,0,0,-77000,-110000,-3700000,-120000,-42000,0,0,"$2,155.35 "
